IMPONENTE_ID;PRESTAMO_ID;SALDOS;FECHA_CIERRE;MONTO_CUOTA;NUMERO_CUOTAS;FECHA_VENCIMIENTO
17343;1;-2;31/08/2020;55696;12;Jul-20
25104;1;536956;31/08/2020;53329;18;Jul-21
22180;1;146383;31/08/2020;74261;12;Oct-20
10686;1;816555;31/08/2020;81324;18;Jul-21
15499;1;267451;31/08/2020;46990;12;Feb-21
21712;1;425763;31/08/2020;29488;18;Ene-22
33381;1;215628;31/08/2020;18513;18;Set-21
15262;1;695691;31/08/2020;75089;18;Jun-21
9350;1;564509;31/08/2020;55667;18;Jul-21
;1;624029;31/08/2020;75184;12;May-21
;1;430173;31/08/2020;52253;12;May-21
29493;1;687390;31/08/2020;68268;18;Jul-21
30810;1;970362;31/08/2020;74249;18;Nov-21
28380;1;581261;31/08/2020;121695;12;Ene-21
12815;1;512121;31/08/2020;51031;12;Jul-21
14243;1;58948;31/08/2020;59037;12;Set-20
6184;1;984894;31/08/2020;97433;18;Jul-21
13063;1;358898;31/08/2020;74261;12;Ene-21
13260;1;178653;31/08/2020;26437;18;Feb-21
31902;1;1483559;31/08/2020;259823;18;Feb-21
13010;1;376323;31/08/2020;56388;12;Feb-21
17640;1;429960;31/08/2020;74261;12;Ene-21
32687;1;79839;31/08/2020;39915;12;Ago-20
23449;1;492136;31/08/2020;44919;18;Ago-21
;1;742360;31/08/2020;75184;12;Jul-21
14601;1;504633;31/08/2020;66726;12;Mar-21
27136;1;252087;31/08/2020;37592;12;Feb-21
14378;1;738090;31/08/2020;98343;18;Abr-21
23844;1;400917;31/08/2020;92969;18;Jul-11
21480;1;317825;31/08/2020;47930;12;Mar-21
13110;1;480308;31/08/2020;32992;18;Ene-22
23863;1;537778;31/08/2020;55448;12;Feb-21
7934;1;185493;31/08/2020;63122;12;Nov-20
33010;1;593915;31/08/2020;54877;18;Ago-21
24065;1;-25204;31/08/2020;71940;18;Feb-17
3543;1;257861;31/08/2020;28288;12;Jun-21
8852;1;426846;31/08/2020;75184;12;Feb-21
36047;1;74266;31/08/2020;64134;18;Abr-22
34568;1;97841;31/08/2020;19941;18;Dic-20
13878;1;957959;31/08/2020;66051;18;Ene-22
24275;1;336773;31/08/2020;49951;18;Feb-21
24276;1;-1322;31/08/2020;13266;18;Feb-15
30152;1;1293050;31/08/2020;105391;18;Oct-21
12152;1;1442502;31/08/2020;132961;18;Ago-21
11520;1;346226;31/08/2020;50183;18;Abr-22
18543;1;234753;31/08/2020;17918;18;Nov-21
14706;1;378704;31/08/2020;66538;12;Feb-21
16948;1;128248;31/08/2020;32933;18;Dic-20
18902;1;3;31/08/2020;74261;12;Ago-20
15647;1;7;31/08/2020;83728;18;Ago-20
26924;1;475338;31/08/2020;38083;18;Set-21
36348;1;6;31/08/2020;53004;18;Ago-20
;1;430115;31/08/2020;45580;12;Abr-21
;1;832701;31/08/2020;75184;12;Jun-21
11887;1;356948;31/08/2020;48212;12;Abr-21
15447;1;355897;31/08/2020;74261;12;Ene-21
9716;1;457282;31/08/2020;94775;12;Ene-21
31814;1;309104;31/08/2020;63029;12;Dic-20
20823;1;743236;31/08/2020;63010;18;Ago-21
28586;1;869338;31/08/2020;75184;12;Mar-21
16246;1;899943;31/08/2020;89379;18;Jul-21
20676;1;29952;31/08/2020;29935;18;Ene-18
17431;1;1576960;31/08/2020;103804;18;Feb-22
20573;1;266473;31/08/2020;55696;12;Ene-21
20695;1;45925;31/08/2020;45924;18;May-20
13322;1;106982;31/08/2020;18796;12;Feb-21
34407;1;274333;31/08/2020;48794;18;Mar-22
20703;1;-656;31/08/2020;84481;18;Jul-15
14067;1;1177186;31/08/2020;80861;18;Ene-22
21473;1;1096996;31/08/2020;74977;18;Ene-22
;1;807093;31/08/2020;75184;12;Ago-21
8158;1;901320;31/08/2020;64993;18;Dic-21
11384;1;491508;31/08/2020;56388;12;Feb-21
9053;1;577482;31/08/2020;75184;12;Feb-21
11104;1;481531;31/08/2020;49997;12;Mar-21
24004;1;1447755;31/08/2020;94481;18;Oct-21
27318;1;146053;31/08/2020;74244;12;Oct-21
26371;1;252497;31/08/2020;37592;12;Feb-21
;1;763107;31/08/2020;75184;12;Jun-21
4212;1;402408;31/08/2020;37092;18;Ago-21
27502;1;1281066;31/08/2020;98581;18;Nov-21
14705;1;185922;31/08/2020;64436;18;Set-20
26764;1;74100;31/08/2020;74261;12;Set-20
33810;1;289196;31/08/2020;74261;12;Dic-20
21320;1;294575;31/08/2020;76193;18;Dic-20
36760;1;642251;31/08/2020;69438;18;Jun-21
23111;1;365084;31/08/2020;39493;18;Jun-21
32244;1;988911;31/08/2020;106382;18;Mar-22
4409;1;1215873;31/08/2020;78150;18;Ene-22
36560;1;66631;31/08/2020;33582;18;Oct-20
28814;1;898960;31/08/2020;77093;18;Mar-22
14078;1;292661;31/08/2020;26976;18;Ago-21
21538;1;67213;31/08/2020;67206;12;Ago-20
23423;1;639519;31/08/2020;67489;18;Abr-21
11947;1;674810;31/08/2020;118415;12;Feb-21
20051;1;949031;31/08/2020;93991;18;Jul-21
4905;1;358300;31/08/2020;74261;12;Ene-21
31517;1;304264;31/08/2020;53158;18;Mar-22
10872;1;17;31/08/2020;77037;18;Ago-20
2136;1;1853276;31/08/2020;160003;18;Set-21
18773;1;789036;31/08/2020;72729;18;Ago-21
2241;1;426320;31/08/2020;49951;18;Abr-21
17743;1;166529;31/08/2020;34253;12;Dic-20
14200;1;402261;31/08/2020;39688;18;Jul-21
5405;1;1029687;31/08/2020;74249;18;Dic-21
33790;1;712158;31/08/2020;85428;12;May-21
27422;1;1117140;31/08/2020;77026;18;Ene-22
740;1;272917;31/08/2020;47742;12;Feb-21
28762;1;-9072;31/08/2020;47208;18;Abr-22
3562;1;649930;31/08/2020;60695;18;Ago-21
21721;1;1017947;31/08/2020;77297;18;Jul-21
28357;1;944265;31/08/2020;66844;18;Nov-21
557;1;602716;31/08/2020;59434;18;Jul-21
33816;1;1178226;31/08/2020;84960;18;Dic-21
17866;1;109968;31/08/2020;55696;12;Oct-20
24677;1;-754;31/08/2020;93655;18;Nov-15
10619;1;813173;31/08/2020;75184;12;Ago-21
28156;1;1370202;31/08/2020;99176;18;Dic-21
12351;1;371688;31/08/2020;56388;12;Mar-21
15427;1;393917;31/08/2020;39298;18;Jul-21
10713;1;486344;31/08/2020;56318;12;May-14
33039;1;74265;31/08/2020;74261;12;Abr-20
30788;1;519830;31/08/2020;74261;12;Jul-20
1635;1;130929;31/08/2020;18937;12;Nov-20
4861;1;441725;31/08/2020;39948;18;Jul-21
12076;1;2016352;31/08/2020;123507;18;Feb-22
17805;1;738699;31/08/2020;55671;18;Oct-21
8129;1;632887;31/08/2020;43637;18;Ene-22
;1;621296;31/08/2020;75184;12;May-21
11345;1;224284;31/08/2020;46877;12;Ene-21
12974;1;148525;31/08/2020;74261;12;Set-20
25300;1;795902;31/08/2020;54877;18;Ene-22
33701;1;411351;31/08/2020;35174;18;Ago-21
2335;1;346266;31/08/2020;29951;18;Set-21
8616;1;427114;31/08/2020;75184;12;Feb-21
20982;1;218349;31/08/2020;74261;12;Nov-20
36920;1;608291;31/08/2020;61158;18;Abr-22
;1;536762;31/08/2020;63624;12;Abr-21
25564;1;445506;31/08/2020;52224;18;Abr-21
6623;1;256573;31/08/2020;64978;12;Nov-20
21986;1;426846;31/08/2020;75184;12;Feb-21
25743;1;229851;31/08/2020;114919;12;Jul-20
32436;1;884540;31/08/2020;76035;18;Set-21
25745;1;301560;31/08/2020;32478;18;Jun-21
19461;1;129966;31/08/2020;64978;12;Ago-20
25777;1;676733;31/08/2020;101915;18;Mar-21
32431;1;547894;31/08/2020;34910;18;Ene-22
3411;1;65021;31/08/2020;65021;18;Jul-21
35270;1;537213;31/08/2020;40926;18;Nov-21
28755;1;287905;31/08/2020;74261;12;Dic-20
17933;1;-37131;31/08/2020;38062;12;Oct-21
12604;1;272593;31/08/2020;64795;18;Abr-22
16905;1;722406;31/08/2020;46216;18;Ene-22
21863;1;428558;31/08/2020;74261;12;Ene-21
26218;1;163098;31/08/2020;33322;18;Dic-20
34906;1;296298;31/08/2020;44922;12;Mar-21
26229;1;408180;31/08/2020;47576;18;May-21
16853;1;839175;31/08/2020;112568;18;Abr-21
34341;1;755894;31/08/2020;64861;18;Set-21
11842;1;363295;31/08/2020;74261;12;Dic-20
;1;311698;31/08/2020;41915;12;Abr-21
10339;1;219246;31/08/2020;74261;12;Nov-20
36096;1;313019;31/08/2020;28476;12;Jul-21
36062;1;459569;31/08/2020;48327;18;Abr-21
17602;1;355699;31/08/2020;74261;12;Ene-21
23823;1;74015;31/08/2020;74261;12;Set-20
15585;1;52177;31/08/2020;26084;12;Set-20
28480;1;214495;31/08/2020;37592;12;Feb-21
21912;1;615941;31/08/2020;56482;12;Jul-21
15981;1;-58004;31/08/2020;58005;18;May-21
10347;1;347797;31/08/2020;46313;18;Abr-21
485;1;120055;31/08/2020;21145;12;Feb-21
25441;1;181559;31/08/2020;31859;12;Feb-21
14402;1;528832;31/08/2020;66904;18;Dic-20
26032;1;668935;31/08/2020;89379;18;Abr-21
1120;1;178650;31/08/2020;37130;12;Ene-21
8123;1;180597;31/08/2020;37130;12;Dic-20
33610;1;506001;31/08/2020;75184;12;Feb-21
540;1;973802;31/08/2020;83969;18;Set-21
22516;1;526390;31/08/2020;132055;18;Oct-20
9506;1;228888;31/08/2020;18447;18;Oct-21
35459;1;46416;31/08/2020;46413;12;Ene-20
8512;1;728710;31/08/2020;54348;18;Oct-21
35851;1;99450;31/08/2020;25063;12;Oct-20
787;1;572736;31/08/2020;99382;18;Feb-21
32803;1;9;31/08/2020;33517;18;Ago-20
34332;1;856679;31/08/2020;93980;12;Jun-21
12762;1;352313;31/08/2020;52809;18;Mar-21
20113;1;501687;31/08/2020;76193;18;Mar-21
;1;810640;31/08/2020;75184;12;Ago-21
9328;1;923561;31/08/2020;76453;18;Jul-21
16011;1;346590;31/08/2020;24992;18;Dic-21
22904;1;574984;31/08/2020;52679;18;Jul-21
33898;1;496510;31/08/2020;75184;12;Mar-21
19560;1;1086353;31/08/2020;74249;18;Ene-22
31386;1;146972;31/08/2020;74179;18;Oct-20
22237;1;349740;31/08/2020;37090;18;May-21
10278;1;355521;31/08/2020;39002;12;Jun-21
10250;1;827483;31/08/2020;69952;18;Ago-21
12582;1;289922;31/08/2020;74261;12;Dic-20
19913;1;637411;31/08/2020;41852;18;Feb-22
19077;1;252768;31/08/2020;64978;12;Dic-20
1630;1;664229;31/08/2020;61224;18;Ago-21
34673;1;287180;31/08/2020;57435;12;Dic-17
5631;1;245971;31/08/2020;63029;12;Dic-20
12879;1;499890;31/08/2020;75184;12;Feb-21
33579;1;356899;31/08/2020;74261;12;Ene-21
15497;1;1216618;31/08/2020;131535;18;Jun-21
34951;1;1182273;31/08/2020;84828;18;Dic-21
10565;1;3;31/08/2020;74261;12;Ago-20
;1;754506;31/08/2020;75184;12;Jul-21
12606;1;498016;31/08/2020;78415;18;Mar-22
23132;1;849097;31/08/2020;59968;18;Nov-21
23506;1;1542910;31/08/2020;203831;18;Abr-21
23515;1;-472254;31/08/2020;26307;18;Nov-20
3367;1;805573;31/08/2020;75184;12;Ago-21
34245;1;638133;31/08/2020;75184;12;Abr-21
34782;1;215808;31/08/2020;67307;18;Abr-22
28348;1;145185;31/08/2020;21615;12;Feb-21
16900;1;559099;31/08/2020;65735;18;Abr-21
305;1;-81223;31/08/2020;81223;12;Ene-20
7209;1;166616;31/08/2020;55537;18;Jul-20
29256;1;49316;31/08/2020;45664;18;Mar-20
;1;567054;31/08/2020;75184;12;Mar-21
18068;1;432592;31/08/2020;55667;18;Feb-21
23947;1;483035;31/08/2020;44827;18;Ago-21
4166;1;426440;31/08/2020;63624;12;Feb-21
24423;1;522927;31/08/2020;51965;18;Jul-21
11915;1;469251;31/08/2020;55667;18;May-21
31685;1;1076867;31/08/2020;74249;18;Ene-22
135;1;217495;31/08/2020;74261;12;Nov-20
23917;1;313260;31/08/2020;47554;12;Mar-21
22923;1;238218;31/08/2020;42197;12;Feb-21
24557;1;427916;31/08/2020;75184;12;Feb-21
30024;1;74262;31/08/2020;74261;12;Set-20
10049;1;289800;31/08/2020;74261;12;Dic-20
4000;1;459740;31/08/2020;55696;12;Nov-20
35757;1;-669;31/08/2020;68593;18;Jun-20
32220;1;191912;31/08/2020;65670;18;Nov-20
30616;1;549668;31/08/2020;59110;18;Jun-21
12340;1;420688;31/08/2020;74261;12;Ene-21
4525;1;-71274;31/08/2020;71275;18;Ago-19
19321;1;1160292;31/08/2020;80002;18;Ene-22
3534;1;83294;31/08/2020;28312;12;Nov-20
17656;1;958918;31/08/2020;66117;18;Ene-22
10935;1;347494;31/08/2020;60993;18;Feb-21
27171;1;1003095;31/08/2020;72332;18;Dic-21
15468;1;644588;31/08/2020;64306;18;Jul-21
23926;1;1089331;31/08/2020;72927;18;Dic-21
18664;1;290903;31/08/2020;74261;12;Nov-20
22335;1;945893;31/08/2020;103378;12;Jun-21
30876;1;144847;31/08/2020;37130;12;Dic-20
36162;1;355897;31/08/2020;74261;12;Ene-21
14012;1;2355126;31/08/2020;200004;18;Ago-21
17475;1;3045442;31/08/2020;284947;12;Ago-21
37160;1;1785033;31/08/2020;135822;18;Feb-21
10696;1;216519;31/08/2020;74261;12;Nov-20
23538;1;714698;31/08/2020;61291;18;Set-21
29930;1;222783;31/08/2020;55696;12;Nov-19
4117;1;198739;31/08/2020;41679;12;Ene-21
35417;1;496201;31/08/2020;79737;18;Mar-22
21878;1;827950;31/08/2020;80740;18;Jun-21
17989;1;501762;31/08/2020;75184;12;Feb-21
5411;1;148524;31/08/2020;74261;12;Ago-20
30182;1;1414046;31/08/2020;119606;18;Ago-21
16731;1;358300;31/08/2020;74261;12;Ene-21
29929;1;241289;31/08/2020;41772;12;Ene-21
431;1;823036;31/08/2020;59571;18;Dic-21
12773;1;587353;31/08/2020;76124;12;Mar-21
6220;1;745045;31/08/2020;74244;18;Jul-21
11774;1;94657;31/08/2020;19308;12;Dic-20
16792;1;9;31/08/2020;31375;12;Jul-20
424;1;1519268;31/08/2020;165217;12;Jun-21
13069;1;803148;31/08/2020;69952;18;Set-21
19381;1;274978;31/08/2020;93940;12;Nov-20
36697;1;293209;31/08/2020;50925;18;Feb-21
1300;1;507441;31/08/2020;32463;18;Ene-22
35670;1;201220;31/08/2020;52075;12;Dic-20
9638;1;173822;31/08/2020;57940;18;Feb-21
3705;1;289196;31/08/2020;74261;12;Dic-20
28470;1;108990;31/08/2020;28219;12;Dic-20
30204;1;675779;31/08/2020;57324;18;Ago-21
36256;1;1080933;31/08/2020;74249;18;Ene-22
10974;1;639327;31/08/2020;83338;18;Mar-21
28658;1;1384558;31/08/2020;98184;18;Nov-21
5654;1;1518703;31/08/2020;99969;18;Feb-22
27088;1;354496;31/08/2020;74261;12;Ene-21
20855;1;282928;31/08/2020;42667;12;Mar-21
27810;1;1150640;31/08/2020;74845;18;Feb-22
31495;1;218959;31/08/2020;74261;12;Nov-20
17953;1;265181;31/08/2020;26307;18;Jul-21
31133;1;813950;31/08/2020;94920;12;Mar-21
1753;1;155936;31/08/2020;53004;12;Nov-20
7364;1;1;31/08/2020;34946;18;Nov-20
24615;1;1718;31/08/2020;63061;18;Jun-18
4857;1;119590;31/08/2020;55696;12;Nov-19
6861;1;146622;31/08/2020;48919;12;Set-20
6814;1;878906;31/08/2020;94705;18;Jun-21
23491;1;779718;31/08/2020;66712;18;Ago-21
774;1;147490;31/08/2020;65456;18;Mar-22
6398;1;485713;31/08/2020;48400;12;Jul-21
;1;742360;31/08/2020;75184;12;Jul-21
12691;1;1420419;31/08/2020;132234;18;Ago-21
23678;1;1596092;31/08/2020;112107;18;Dic-21
22247;1;567072;31/08/2020;55667;18;Jun-21
23686;1;-312956;31/08/2020;104319;18;Jun-20
2009;1;1295298;31/08/2020;93754;18;Dic-21
3706;1;52178;31/08/2020;52168;12;May-20
18240;1;178547;31/08/2020;37130;12;Ene-21
252;1;395496;31/08/2020;69357;12;Feb-21
35307;1;519541;31/08/2020;78726;18;Mar-21
23914;1;1047929;31/08/2020;86911;18;Jul-21
23924;1;-32318;31/08/2020;32318;18;Abr-21
31028;1;268693;31/08/2020;56160;12;Ene-21
24583;1;749909;31/08/2020;72945;18;Jun-21
12571;1;380645;31/08/2020;48927;18;Mar-22
34107;1;426782;31/08/2020;56382;18;Abr-21
5607;1;289800;31/08/2020;74261;12;Dic-20
15052;1;217440;31/08/2020;38156;12;Feb-21
24144;1;392567;31/08/2020;67110;12;Ene-21
33934;1;556899;31/08/2020;62750;12;Dic-20
13731;1;556857;31/08/2020;66060;18;May-21
3255;1;377520;31/08/2020;44922;12;Abr-21
29228;1;4;31/08/2020;192707;12;Jun-20
31838;1;271874;31/08/2020;47648;12;Feb-21
15949;1;967469;31/08/2020;80350;18;Jul-21
23535;1;347562;31/08/2020;70607;18;Nov-20
3968;1;92832;31/08/2020;46413;12;Ago-20
8310;1;646260;31/08/2020;75184;12;Mar-21
1360;1;2;31/08/2020;74261;12;Jun-20
26266;1;503100;31/08/2020;75184;12;Feb-21
23549;1;620169;31/08/2020;127963;18;Ene-21
24600;1;574879;31/08/2020;61448;18;May-21
34354;1;285998;31/08/2020;42221;18;Feb-21
22121;1;673668;31/08/2020;99138;12;Ene-21
28353;1;804957;31/08/2020;56200;18;Oct-21
9224;1;1388028;31/08/2020;93357;18;Dic-21
10506;1;322769;31/08/2020;55696;12;Ene-21
35385;1;74265;31/08/2020;74261;12;Ago-20
23561;1;1511890;31/08/2020;119606;18;Set-21
27914;1;218617;31/08/2020;37130;12;Dic-20
7335;1;255183;31/08/2020;64978;12;Nov-20
30498;1;1703919;31/08/2020;128862;18;Oct-21
4242;1;213292;31/08/2020;37592;12;Feb-21
11804;1;482605;31/08/2020;30414;18;Dic-21
30346;1;496201;31/08/2020;75184;12;Mar-21
9979;1;178649;31/08/2020;37130;12;Ene-21
32941;1;489147;31/08/2020;64956;18;Abr-21
36039;1;-65669;31/08/2020;65670;18;May-20
1650;1;331745;31/08/2020;49339;12;Feb-21
16421;1;780873;31/08/2020;77947;18;Jul-21
16400;1;288873;31/08/2020;74261;12;Dic-20
33487;1;289196;31/08/2020;74261;12;Dic-20
24177;1;170254;31/08/2020;85121;12;Ago-20
5908;1;302566;31/08/2020;39941;12;Mar-21
34948;1;823978;31/08/2020;52299;18;Dic-21
955;1;168511;31/08/2020;19811;18;Abr-21
35971;1;215584;31/08/2020;37130;12;Ene-21
24209;1;660723;31/08/2020;70412;18;May-21
33885;1;318329;31/08/2020;88332;18;Mar-22
8190;1;548995;31/08/2020;39736;18;Dic-21
6325;1;800833;31/08/2020;55009;18;Ene-22
6690;1;1556121;31/08/2020;155244;18;Jul-21
8989;1;188386;31/08/2020;32893;12;Feb-21
17219;1;354297;31/08/2020;74261;12;Ene-21
7305;1;74269;31/08/2020;75096;12;Set-20
24395;1;13;31/08/2020;20136;18;Jul-20
31075;1;426311;31/08/2020;75184;12;Feb-21
3000;1;653468;31/08/2020;75184;12;Feb-21
14380;1;796861;31/08/2020;54943;18;Ene-22
;1;819887;31/08/2020;75184;12;Jul-21
67;1;287375;31/08/2020;97375;12;Nov-20
24759;1;52266;31/08/2020;52261;12;Jun-20
17384;1;222785;31/08/2020;55696;12;Jun-20
24758;1;549921;31/08/2020;80403;12;Ene-21
20053;1;322946;31/08/2020;56388;12;Feb-21
17024;1;274644;31/08/2020;47930;12;Feb-21
24513;1;323339;31/08/2020;55510;12;Ene-21
26438;1;685182;31/08/2020;74244;18;Jun-21
14191;1;844960;31/08/2020;61158;18;Dic-21
6697;1;1276526;31/08/2020;102878;18;Abr-22
35144;1;493418;31/08/2020;75184;12;Mar-21
24540;1;1624405;31/08/2020;126469;18;Ene-21
24558;1;372271;31/08/2020;93847;12;Oct-20
11785;1;801172;31/08/2020;108801;18;May-21
;1;810640;31/08/2020;75184;12;Ago-21
19201;1;286453;31/08/2020;74261;12;Dic-20
;1;685343;31/08/2020;75184;12;Jun-21
31131;1;218838;31/08/2020;74261;12;Nov-20
19598;1;1152808;31/08/2020;87605;18;Mar-22
23488;1;328521;31/08/2020;49566;18;Set-16
;1;559095;31/08/2020;75184;12;Abr-21
17803;1;394237;31/08/2020;56318;12;Jul-14
28771;1;148524;31/08/2020;74261;12;Ago-20
;1;557409;31/08/2020;52253;12;Ago-21
23475;1;355299;31/08/2020;74261;12;Ene-21
24752;1;875120;31/08/2020;66904;18;Jul-21
29962;1;426846;31/08/2020;75184;12;Feb-21
32231;1;62477;31/08/2020;62472;12;Abr-20
447;1;286453;31/08/2020;74261;12;Dic-20
;1;751264;31/08/2020;75184;12;Jul-21
31946;1;206498;31/08/2020;37130;12;Ago-20
20200;1;4785227;31/08/2020;363644;18;Nov-21
7586;1;36785;31/08/2020;37130;12;Set-20
34858;1;330165;31/08/2020;39493;18;May-21
13132;1;1009709;31/08/2020;87300;18;Abr-21
5763;1;866633;31/08/2020;58976;18;Ene-22
14500;1;983463;31/08/2020;84696;18;Set-21
25134;1;72505;31/08/2020;74976;18;Abr-15
25141;1;111745;31/08/2020;22983;18;Ene-21
25020;1;585344;31/08/2020;39670;18;Dic-21
35618;1;1053922;31/08/2020;103929;18;Jul-21
8002;1;302216;31/08/2020;32803;18;Jun-21
19194;1;1089529;31/08/2020;79208;18;Dic-21
34135;1;7;31/08/2020;51704;12;Ago-20
;1;627934;31/08/2020;75184;12;May-21
35968;1;373913;31/08/2020;66580;18;Mar-22
;1;624029;31/08/2020;75184;12;May-21
25586;1;132966;31/08/2020;84897;18;Abr-20
6489;1;505221;31/08/2020;74261;12;Ene-21
25589;1;-849;31/08/2020;48095;12;Abr-04
16063;1;147490;31/08/2020;74261;12;Oct-20
25602;1;-41212;31/08/2020;20607;12;Abr-20
16685;1;3;31/08/2020;31561;12;Ago-20
28604;1;404813;31/08/2020;37592;12;Ago-21
27224;1;367026;31/08/2020;94404;12;Dic-20
25625;1;155780;31/08/2020;19941;18;Ene-21
9649;1;-295823;31/08/2020;295823;18;May-21
27121;1;-4588;31/08/2020;38818;18;Abr-11
27390;1;18936;31/08/2020;18937;12;Ago-20
30826;1;-57435;31/08/2020;57435;12;May-19
27683;1;903210;31/08/2020;157388;18;Feb-21
27933;1;-35622;31/08/2020;17812;12;Set-16
18252;1;670653;31/08/2020;62084;18;Ago-21
26463;1;1009876;31/08/2020;66183;18;Feb-22
13714;1;607087;31/08/2020;56200;18;Ago-21
13123;1;5928;31/08/2020;49940;12;Ago-20
18530;1;570936;31/08/2020;75184;12;Mar-21
13780;1;362006;31/08/2020;74261;12;Dic-20
31077;1;291391;31/08/2020;74261;12;Nov-20
28677;1;1527;31/08/2020;47652;18;Set-14
12057;1;216519;31/08/2020;74261;12;Nov-20
29184;1;921292;31/08/2020;99122;18;Jun-21
29081;1;1023309;31/08/2020;98862;18;May-21
29668;1;636829;31/08/2020;54216;18;Oct-21
28704;1;-1084;31/08/2020;87786;12;Ene-04
10101;1;162136;31/08/2020;27848;12;Ene-21
2031;1;501762;31/08/2020;75184;12;Feb-21
28867;1;217307;31/08/2020;18381;18;Ago-21
28805;1;166344;31/08/2020;55696;12;Oct-20
20349;1;493726;31/08/2020;75184;12;Mar-21
32735;1;189759;31/08/2020;27848;12;Ene-21
28909;1;702098;31/08/2020;55671;18;Set-21
11397;1;249947;31/08/2020;37592;12;Feb-21
29075;1;1239674;31/08/2020;97919;18;Set-21
29076;1;623100;31/08/2020;94826;12;Mar-21
4162;1;665621;31/08/2020;57324;18;Set-21
11206;1;371717;31/08/2020;75468;12;Nov-20
25693;1;1115946;31/08/2020;84101;18;Oct-21
35432;1;750937;31/08/2020;64398;18;Set-21
29093;1;-50600;31/08/2020;50600;18;Jul-20
36736;1;51446;31/08/2020;51445;18;Jul-21
25281;1;196427;31/08/2020;98210;12;Mar-20
25055;1;425052;31/08/2020;44560;18;Abr-21
27087;1;354297;31/08/2020;74261;12;Ene-21
;1;810640;31/08/2020;75184;12;Ago-21
9876;1;265723;31/08/2020;55696;12;Ene-21
34534;1;310041;31/08/2020;37122;12;May-21
220;1;143387;31/08/2020;37130;12;Dic-20
2238;1;515521;31/08/2020;39670;18;Nov-21
35888;1;479061;31/08/2020;82244;12;Ene-21
26992;1;-46412;31/08/2020;46413;12;Set-20
10521;1;144717;31/08/2020;13422;18;Ago-21
30781;1;1271239;31/08/2020;92367;18;Feb-21
18720;1;578818;31/08/2020;75184;12;Feb-21
34539;1;225871;31/08/2020;20006;18;Jun-21
32007;1;618390;31/08/2020;74261;12;Oct-20
2228;1;152100;31/08/2020;26270;12;Ene-21
19898;1;508045;31/08/2020;50843;12;Jul-21
13383;1;833405;31/08/2020;73010;18;Jul-21
27579;1;428771;31/08/2020;56388;12;Mar-21
;1;691362;31/08/2020;75184;12;Jun-21
8089;1;428450;31/08/2020;75184;12;Feb-21
5581;1;1943999;31/08/2020;338939;18;Feb-21
147;1;93673;31/08/2020;93661;12;Ago-20
11074;1;60721;31/08/2020;60720;18;Oct-17
30591;1;889009;31/08/2020;79246;18;Jun-21
30946;1;219080;31/08/2020;74261;12;Nov-20
34612;1;301;31/08/2020;64978;12;Feb-20
36837;1;217619;31/08/2020;74261;12;Nov-20
30773;1;-74244;31/08/2020;74244;18;May-21
14981;1;307449;31/08/2020;28496;18;Ago-21
34016;1;218838;31/08/2020;74261;12;Nov-20
29954;1;1079;31/08/2020;87256;12;Jul-20
27827;1;288712;31/08/2020;74261;12;Dic-20
23239;1;143870;31/08/2020;37130;12;Dic-20
6925;1;377527;31/08/2020;56388;12;Feb-21
31068;1;2874764;31/08/2020;200388;18;May-21
21838;1;367728;31/08/2020;46990;12;Mar-21
32051;1;511442;31/08/2020;47141;18;Ago-21
31113;1;699279;31/08/2020;55671;18;Set-21
18805;1;526389;31/08/2020;39670;18;Oct-21
30385;1;1121772;31/08/2020;96200;18;Set-21
990;1;247959;31/08/2020;37025;18;Feb-21
33202;1;267782;31/08/2020;46990;12;Feb-21
18011;1;189994;31/08/2020;32997;18;Feb-21
15445;1;515443;31/08/2020;77297;18;Mar-21
29727;1;1596023;31/08/2020;114515;18;Dic-21
11105;1;1044928;31/08/2020;67968;18;Feb-22
36660;1;993143;31/08/2020;87495;18;May-21
20826;1;266473;31/08/2020;55696;12;Ene-21
7745;1;5;31/08/2020;74261;12;Ago-20
19592;1;437466;31/08/2020;33387;18;Jul-21
21004;1;526326;31/08/2020;52419;18;Jul-21
15817;1;428450;31/08/2020;75184;12;Feb-21
13218;1;74263;31/08/2020;74261;12;Jul-20
7089;1;74263;31/08/2020;74261;12;Ago-20
12254;1;-49489;31/08/2020;49490;12;Abr-18
18593;1;666694;31/08/2020;52894;18;Set-21
8203;1;289800;31/08/2020;74261;12;Dic-20
19284;1;713006;31/08/2020;66712;18;Ago-21
33019;1;290047;31/08/2020;74261;12;Dic-20
13453;1;392641;31/08/2020;38973;18;Jul-21
9784;1;147119;31/08/2020;37968;12;Oct-21
18819;1;187166;31/08/2020;33175;12;Feb-21
8256;1;108196;31/08/2020;37130;12;Nov-20
14837;1;432561;31/08/2020;74261;12;Ene-21
36352;1;170431;31/08/2020;56810;12;Set-20
15243;1;-59564;31/08/2020;59564;18;Jun-21
26995;1;316254;31/08/2020;54952;18;Feb-21
;1;618953;31/08/2020;75184;12;May-21
23769;1;419149;31/08/2020;50279;12;May-21
35238;1;735805;31/08/2020;79246;18;Jun-21
32169;1;469216;31/08/2020;45924;18;Jun-21
29252;1;1811006;31/08/2020;155179;18;Jul-21
2058;1;1020287;31/08/2020;55671;18;Feb-22
1500;1;718336;31/08/2020;76323;18;May-21
4778;1;2459850;31/08/2020;160003;18;Feb-22
