IMPONENTE_ID;PRESTAMO_ID;SALDOS;FECHA_CIERRE;MONTO_CUOTA;NUMERO_CUOTAS;FECHA_VENCIMIENTO
33;1;393742;31/08/2020;33786;18;Set-21
34529;1;361037;31/08/2020;74261;12;Dic-20
1162;1;396250;31/08/2020;33786;18;Ago-21
1355;1;3061028;31/08/2020;275282;18;Jul-21
2205;1;213516;31/08/2020;27871;12;Mar-21
9147;1;224906;31/08/2020;32953;12;Ene-21
2408;1;557253;31/08/2020;141838;12;Nov-20
27543;1;252623;31/08/2020;37592;12;Feb-21
30997;1;1021323;31/08/2020;74249;18;Dic-21
24968;1;222622;31/08/2020;74261;12;Set-20
28952;1;10;31/08/2020;31282;12;Jul-20
25741;1;3;31/08/2020;57046;12;Set-21
16918;1;796628;31/08/2020;75184;12;Mar-21
17236;1;537682;31/08/2020;94826;12;Feb-21
13594;1;331645;31/08/2020;49236;18;Feb-21
37005;1;664339;31/08/2020;51704;18;Ago-21
23183;1;763614;31/08/2020;74244;18;Jun-21
15141;1;259917;31/08/2020;37130;12;Ago-20
14916;1;538477;31/08/2020;57356;18;May-21
15453;1;73892;31/08/2020;74261;12;Set-20
21671;1;33651;31/08/2020;16987;12;Oct-20
70;1;31746;31/08/2020;31747;12;Ago-20
6480;1;239804;31/08/2020;42091;18;Feb-21
31360;1;11;31/08/2020;49940;12;Jun-20
30619;1;588199;31/08/2020;34910;18;Ago-21
11383;1;181163;31/08/2020;37130;12;Dic-20
29204;1;466067;31/08/2020;39670;18;Ago-21
3589;1;890601;31/08/2020;62415;18;Oct-21
36905;1;517467;31/08/2020;43770;18;Ago-21
3806;1;520250;31/08/2020;61611;18;May-21
29945;1;356899;31/08/2020;74261;12;Ene-21
3823;1;1183334;31/08/2020;74249;18;Dic-21
4014;1;267189;31/08/2020;36088;12;Abr-21
22063;1;92133;31/08/2020;46413;12;Oct-20
;1;691362;31/08/2020;75184;12;Jun-21
5132;1;575545;31/08/2020;57161;18;Jul-21
6760;1;2001097;31/08/2020;152069;18;Nov-21
34168;1;333460;31/08/2020;112438;18;Oct-20
4219;1;17;31/08/2020;19941;18;Jun-20
15792;1;212422;31/08/2020;37122;12;Feb-21
;1;408299;31/08/2020;41351;12;Jul-21
4241;1;308098;31/08/2020;32933;18;May-21
13198;1;401911;31/08/2020;37592;12;Feb-21
29648;1;1042425;31/08/2020;97823;18;Jun-21
2806;1;114719;31/08/2020;39298;18;Nov-20
4438;1;29798;31/08/2020;40001;18;Ago-21
17968;1;918276;31/08/2020;116911;12;Mar-21
4444;1;553148;31/08/2020;94683;12;Ene-21
18400;1;222580;31/08/2020;74261;12;Set-20
;1;832701;31/08/2020;75184;12;Jun-21
823;1;198561;31/08/2020;66185;12;Mar-20
21828;1;7;31/08/2020;134718;18;Ago-20
27859;1;378435;31/08/2020;96199;18;Nov-20
1625;1;469610;31/08/2020;37092;18;Set-21
21804;1;727339;31/08/2020;93661;12;Ene-21
14666;1;215686;31/08/2020;55696;12;Dic-20
21979;1;-155895;31/08/2020;51965;18;Mar-21
7266;1;903393;31/08/2020;87755;18;Jun-21
9690;1;1351373;31/08/2020;99705;18;Set-21
;1;802027;31/08/2020;75184;12;Ago-21
13803;1;1654;31/08/2020;74261;12;Set-20
703;1;583860;31/08/2020;48682;12;Jul-21
11314;1;1091588;31/08/2020;143789;12;Mar-21
20491;1;318899;31/08/2020;48776;12;Mar-21
10145;1;1580938;31/08/2020;145722;18;Ago-21
25313;1;509075;31/08/2020;74261;12;Dic-20
2263;1;2321725;31/08/2020;189954;18;Oct-21
22373;1;18511;31/08/2020;18565;12;Set-20
18215;1;145703;31/08/2020;13488;18;Ago-21
10641;1;111223;31/08/2020;28590;12;Dic-20
2500;1;301687;31/08/2020;19901;18;Nov-21
28548;1;71144;31/08/2020;71143;12;Mar-21
6810;1;166281;31/08/2020;55696;12;Oct-20
2718;1;2127464;31/08/2020;188618;12;May-21
2723;1;679433;31/08/2020;66060;18;Jun-21
2748;1;1027568;31/08/2020;99772;18;Jun-21
4103;1;683412;31/08/2020;54282;18;Set-21
12607;1;884809;31/08/2020;81655;18;Ago-21
;1;468022;31/08/2020;56388;12;May-21
2094;1;670557;31/08/2020;97589;18;Mar-22
28049;1;62565;31/08/2020;20979;12;Oct-20
31130;1;362953;31/08/2020;47836;12;Mar-21
2972;1;286776;31/08/2020;74261;12;Dic-20
29065;1;220068;31/08/2020;74261;12;Oct-20
3202;1;156260;31/08/2020;20353;12;Mar-21
17883;1;502503;31/08/2020;66125;18;Mar-21
2687;1;646260;31/08/2020;75184;12;Mar-21
5000;1;146053;31/08/2020;74244;12;Oct-21
4686;1;289922;31/08/2020;74261;12;Dic-20
14524;1;243522;31/08/2020;48919;12;Set-20
21937;1;438690;31/08/2020;74261;12;Dic-20
32962;1;3;31/08/2020;74261;12;Jun-20
8535;1;74263;31/08/2020;74261;12;Nov-19
3864;1;501765;31/08/2020;66320;18;Abr-21
17762;1;260761;31/08/2020;54563;18;Ene-21
893;1;447969;31/08/2020;38943;18;Set-21
29118;1;502030;31/08/2020;75184;12;Feb-21
5190;1;354698;31/08/2020;74261;12;Ene-21
4054;1;51572;31/08/2020;51569;12;Ago-20
3647;1;1003446;31/08/2020;83143;18;Jul-21
21827;1;498016;31/08/2020;75184;12;Mar-21
8822;1;307304;31/08/2020;33062;18;Jun-21
5135;1;93794;31/08/2020;47341;12;Oct-20
4013;1;1873706;31/08/2020;119870;18;Ene-22
7200;1;871193;31/08/2020;75184;12;Mar-21
16027;1;770722;31/08/2020;116920;18;Mar-21
36169;1;667616;31/08/2020;54433;18;Jun-21
2688;1;1109307;31/08/2020;85157;18;Jul-21
22178;1;498016;31/08/2020;75184;12;Mar-21
4303;1;833295;31/08/2020;124845;18;Mar-21
36302;1;655341;31/08/2020;75184;12;Feb-21
;1;814187;31/08/2020;75184;12;Ago-21
;1;701947;31/08/2020;75184;12;May-21
34308;1;293341;31/08/2020;74261;12;Nov-20
5106;1;254248;31/08/2020;33127;18;Mar-21
30907;1;614594;31/08/2020;66125;18;Jun-21
32646;1;663669;31/08/2020;51704;18;Ago-21
5119;1;210546;31/08/2020;55046;12;Ene-21
171;1;229252;31/08/2020;39948;18;Feb-21
5127;1;1599579;31/08/2020;127937;18;Set-21
35275;1;754951;31/08/2020;55671;18;Set-21
37088;1;11;31/08/2020;66320;18;Jul-20
29766;1;206141;31/08/2020;24435;12;Abr-21
30597;1;515027;31/08/2020;74261;12;Nov-20
;1;339031;31/08/2020;31483;12;Ago-21
1476;1;574354;31/08/2020;57435;12;Dic-17
5539;1;550477;31/08/2020;96235;12;Feb-21
5540;1;-18844;31/08/2020;18844;12;Set-19
3;1;227204;31/08/2020;37130;12;Jul-20
13646;1;374161;31/08/2020;55602;18;Feb-21
15223;1;275304;31/08/2020;32153;18;Abr-21
2548;1;808797;31/08/2020;68511;12;Jul-21
36990;1;857341;31/08/2020;67109;18;Ago-21
5199;1;800072;31/08/2020;74249;18;Ago-21
16415;1;358698;31/08/2020;74261;12;Ene-21
5809;1;431360;31/08/2020;74261;12;Ene-21
5817;1;326275;31/08/2020;37222;12;Feb-21
6041;1;128405;31/08/2020;43001;18;Oct-20
6056;1;193964;31/08/2020;64978;12;Oct-20
6067;1;662685;31/08/2020;136918;12;Ene-21
22252;1;162480;31/08/2020;55696;12;Nov-20
4010;1;690616;31/08/2020;58381;18;Ago-21
6641;1;2;31/08/2020;74261;12;Ago-20
6318;1;95240;31/08/2020;95240;12;Ene-20
6335;1;230436;31/08/2020;58859;12;Dic-20
6337;1;670290;31/08/2020;101498;12;Mar-21
6504;1;893955;31/08/2020;84206;12;Mar-21
28229;1;1075933;31/08/2020;100101;18;Ago-21
4953;1;396405;31/08/2020;58925;12;Feb-21
12431;1;655877;31/08/2020;75184;12;Feb-21
6544;1;-56187;31/08/2020;56187;18;May-20
16452;1;1013183;31/08/2020;73059;18;Dic-21
6744;1;10;31/08/2020;97467;12;Jul-20
2871;1;294694;31/08/2020;31374;18;May-21
27254;1;429411;31/08/2020;65844;18;Set-19
27546;1;397662;31/08/2020;33984;18;Ago-21
16219;1;1514309;31/08/2020;99242;18;Feb-22
7955;1;293507;31/08/2020;74261;12;Nov-20
35953;1;421318;31/08/2020;45859;18;Jun-21
4245;1;430058;31/08/2020;75184;12;Feb-21
;1;754506;31/08/2020;75184;12;Jul-21
16127;1;720991;31/08/2020;66910;18;Ago-21
;1;618953;31/08/2020;75184;12;May-21
1140;1;910660;31/08/2020;70811;18;Set-21
;1;489209;31/08/2020;65786;12;Abr-21
1542;1;-42272;31/08/2020;21136;18;Ago-13
7270;1;-29945;31/08/2020;29945;18;Nov-20
36979;1;1333173;31/08/2020;115969;18;Set-21
;1;704910;31/08/2020;75184;12;Abr-21
1786;1;1458641;31/08/2020;216042;18;Feb-21
22082;1;62937;31/08/2020;20979;12;Ago-20
22334;1;616172;31/08/2020;55667;18;Jul-21
25554;1;379461;31/08/2020;43983;12;Mar-21
1801;1;56719;31/08/2020;56717;12;Feb-20
24699;1;364429;31/08/2020;74261;12;Dic-20
23412;1;457982;31/08/2020;39802;18;Set-21
;1;554542;31/08/2020;75184;12;Abr-21
22720;1;144839;31/08/2020;37130;12;Dic-20
11407;1;431360;31/08/2020;74261;12;Ene-21
2029;1;-453;31/08/2020;55661;12;Feb-16
24709;1;108563;31/08/2020;37130;12;Nov-20
31261;1;497749;31/08/2020;75184;12;Mar-21
14224;1;85737;31/08/2020;14759;12;Ene-21
19731;1;1009275;31/08/2020;99577;18;Jul-21
;1;816606;31/08/2020;75184;12;Jul-21
12060;1;887334;31/08/2020;78661;18;Jun-21
20565;1;332051;31/08/2020;67814;18;Dic-20
27309;1;292733;31/08/2020;75184;12;Oct-21
;1;832701;31/08/2020;75184;12;Jun-21
10907;1;654938;31/08/2020;60629;18;Ago-21
2526;1;493609;31/08/2020;52419;18;May-21
17339;1;365226;31/08/2020;94683;12;Dic-20
24827;1;113638;31/08/2020;10338;12;Jul-21
33047;1;315610;31/08/2020;46990;12;Feb-21
28009;1;109046;31/08/2020;55696;12;Oct-20
2572;1;-622;31/08/2020;39001;12;Ene-06
29835;1;2863142;31/08/2020;203508;18;Nov-21
2839;1;287420;31/08/2020;74049;18;Dic-20
5672;1;510770;31/08/2020;34910;18;Ene-22
691;1;831891;31/08/2020;54348;18;Feb-22
15858;1;61886;31/08/2020;61886;18;Ago-21
31331;1;41219;31/08/2020;41679;12;Set-20
;1;742360;31/08/2020;75184;12;Jul-21
2774;1;304208;31/08/2020;19971;18;Ene-22
2803;1;-640;31/08/2020;9792;12;Set-05
1887;1;973764;31/08/2020;89919;18;Ago-21
11299;1;1;31/08/2020;68167;18;Ago-21
34482;1;222580;31/08/2020;74261;12;Set-20
3803;1;437234;31/08/2020;74261;12;Dic-20
16907;1;504620;31/08/2020;74261;12;Ene-21
3455;1;-296;31/08/2020;29941;12;May-07
7534;1;447874;31/08/2020;77102;18;Ene-21
28700;1;869338;31/08/2020;75184;12;Mar-21
3525;1;158128;31/08/2020;26827;12;Dic-20
15330;1;710983;31/08/2020;61886;18;Set-21
11382;1;758979;31/08/2020;55671;18;Set-21
28268;1;372070;31/08/2020;29620;18;Set-21
21184;1;878151;31/08/2020;79376;18;Jul-21
35562;1;4329315;31/08/2020;279058;18;Jun-19
7610;1;3356768;31/08/2020;357191;18;May-21
12132;1;220808;31/08/2020;74261;12;Oct-20
34659;1;493418;31/08/2020;75184;12;Mar-21
35761;1;424438;31/08/2020;75184;12;Feb-21
26422;1;920770;31/08/2020;85291;18;Ago-21
;1;741422;31/08/2020;75184;12;Jul-21
1840;1;591955;31/08/2020;49985;18;Ago-21
1873;1;2366292;31/08/2020;234856;12;Jun-21
5382;1;-425;31/08/2020;24709;12;Jun-11
1685;1;288873;31/08/2020;74261;12;Dic-20
36569;1;364461;31/08/2020;37592;12;Feb-21
11042;1;551404;31/08/2020;83548;12;Mar-21
3651;1;403720;31/08/2020;46990;12;Mar-21
30302;1;378111;31/08/2020;77947;18;Ene-21
;1;525885;31/08/2020;52629;12;Jul-21
2345;1;471589;31/08/2020;78596;18;Abr-20
33727;1;39758;31/08/2020;39753;18;Set-20
2377;1;36962;31/08/2020;36960;18;Ago-20
2386;1;260644;31/08/2020;65960;12;Nov-20
;1;622468;31/08/2020;75184;12;May-21
8546;1;1050413;31/08/2020;69952;18;Nov-21
12935;1;219080;31/08/2020;74261;12;Nov-20
;1;490942;31/08/2020;75184;12;Mar-21
5892;1;310841;31/08/2020;52632;12;Dic-20
2597;1;414541;31/08/2020;53199;18;Abr-21
;1;682333;31/08/2020;75184;12;Jun-21
12117;1;598252;31/08/2020;58785;18;Jun-21
12900;1;52696;31/08/2020;52695;18;Set-21
32489;1;359583;31/08/2020;74261;12;Ene-21
15602;1;37137;31/08/2020;18565;12;Ago-20
9809;1;908986;31/08/2020;77952;18;Set-21
2832;1;387920;31/08/2020;96979;18;Ago-20
;1;564715;31/08/2020;52441;12;Ago-21
2841;1;14202;31/08/2020;14202;12;Ago-20
;1;431799;31/08/2020;52253;12;May-21
3566;1;655724;31/08/2020;55696;12;Feb-20
29551;1;503483;31/08/2020;46990;12;Ago-21
2850;1;-104514;31/08/2020;104514;18;Jun-20
32651;1;469251;31/08/2020;55667;18;May-21
2862;1;115076;31/08/2020;23928;12;Ene-21
17422;1;444670;31/08/2020;112320;12;Oct-20
636;1;498016;31/08/2020;75184;12;Mar-21
25272;1;377089;31/08/2020;77046;12;Dic-20
16848;1;358300;31/08/2020;74261;12;Ene-21
28595;1;281328;31/08/2020;19901;18;Set-21
19336;1;1216621;31/08/2020;119973;18;Jul-21
11244;1;768449;31/08/2020;69178;18;Jul-21
28736;1;355498;31/08/2020;74261;12;Ene-21
30497;1;108684;31/08/2020;37130;12;Nov-20
30351;1;220433;31/08/2020;32868;18;Feb-21
9738;1;856655;31/08/2020;67770;18;Set-21
8186;1;29067;31/08/2020;55881;12;Jul-19
30175;1;74058;31/08/2020;74261;12;Set-20
24708;1;1415472;31/08/2020;99969;18;Nov-21
1566;1;1006335;31/08/2020;108801;18;Jun-21
24361;1;432967;31/08/2020;75868;18;Feb-21
2654;1;711947;31/08/2020;75184;12;May-21
10097;1;182540;31/08/2020;23904;18;Mar-21
20585;1;1214308;31/08/2020;109225;18;Abr-22
;1;694137;31/08/2020;75184;12;May-21
28307;1;218543;31/08/2020;55696;12;Nov-20
;1;682333;31/08/2020;75184;12;Jun-21
8453;1;469105;31/08/2020;64057;18;Abr-21
33641;1;278481;31/08/2020;55636;12;Set-21
30037;1;668628;31/08/2020;42976;18;Ene-22
18628;1;780458;31/08/2020;52894;18;Dic-21
9013;1;326837;31/08/2020;27835;18;Ago-21
32645;1;222784;31/08/2020;74261;12;Set-20
13939;1;652130;31/08/2020;75184;12;Feb-21
31273;1;699213;31/08/2020;75184;12;May-21
1144;1;1382561;31/08/2020;89126;18;Ene-22
8754;1;-64793;31/08/2020;64793;12;Nov-19
8924;1;156939;31/08/2020;79521;12;Oct-20
35288;1;221218;31/08/2020;74261;12;Oct-20
2922;1;1148971;31/08/2020;98647;18;Set-21
10075;1;1409043;31/08/2020;122184;18;Set-21
8936;1;-5735;31/08/2020;199483;12;Oct-19
8937;1;1504224;31/08/2020;149983;18;Jul-21
10210;1;643476;31/08/2020;75184;12;Mar-21
3468;1;348285;31/08/2020;22281;18;Ene-22
3252;1;503100;31/08/2020;75184;12;Feb-21
24018;1;-119388;31/08/2020;59694;18;Feb-21
25947;1;1049379;31/08/2020;103929;18;Jul-21
9402;1;281179;31/08/2020;23124;18;Jul-21
9410;1;432310;31/08/2020;56388;12;Feb-21
5289;1;493418;31/08/2020;75184;12;Mar-21
5117;1;580280;31/08/2020;74261;12;Ene-21
;1;664501;31/08/2020;64940;12;May-21
24771;1;290047;31/08/2020;74261;12;Dic-20
15109;1;700940;31/08/2020;83468;18;May-21
32344;1;358864;31/08/2020;62357;18;Feb-21
34000;1;1091029;31/08/2020;82911;18;Nov-21
26933;1;222511;31/08/2020;32868;18;Ene-21
26398;1;317600;31/08/2020;56294;12;Feb-21
35702;1;844702;31/08/2020;128287;18;Mar-21
20466;1;767735;31/08/2020;55869;18;Ago-21
14710;1;468131;31/08/2020;47084;12;Jul-21
9934;1;360003;31/08/2020;75086;12;Ene-21
944;1;125294;31/08/2020;20979;12;Oct-20
20645;1;273625;31/08/2020;47836;12;Feb-21
31591;1;569878;31/08/2020;116125;12;Dic-20
6115;1;644714;31/08/2020;75184;12;Mar-21
20586;1;148153;31/08/2020;74261;12;Set-20
34119;1;427916;31/08/2020;75184;12;Feb-21
30054;1;74264;31/08/2020;74261;12;Set-20
36332;1;42268;31/08/2020;21176;18;Set-20
2642;1;477341;31/08/2020;57161;18;May-21
28841;1;950280;31/08/2020;95577;12;Jul-21
25978;1;55696;31/08/2020;55696;12;Set-20
12894;1;109456;31/08/2020;27848;12;Nov-20
35801;1;21355;31/08/2020;21350;12;Ago-20
9177;1;947445;31/08/2020;74249;18;Set-21
7083;1;250732;31/08/2020;38062;12;Mar-21
19019;1;74264;31/08/2020;74261;12;Set-20
4741;1;210623;31/08/2020;43628;12;Ene-21
22877;1;2987845;31/08/2020;183210;18;Feb-22
;1;687923;31/08/2020;75184;12;Jun-21
12339;1;785170;31/08/2020;78596;18;Jul-21
24212;1;329387;31/08/2020;48782;18;Oct-20
14539;1;221543;31/08/2020;74261;12;Oct-20
30095;1;187661;31/08/2020;48270;12;Dic-20
17247;1;594203;31/08/2020;55702;12;Ago-21
19477;1;1624832;31/08/2020;132432;18;Oct-21
24318;1;779093;31/08/2020;55671;18;Nov-21
6160;1;247793;31/08/2020;37592;12;Mar-21
16361;1;145815;31/08/2020;37130;12;Nov-20
29747;1;355299;31/08/2020;74261;12;Ene-21
15560;1;-302;31/08/2020;64944;18;Jun-17
21871;1;286498;31/08/2020;49997;12;Feb-21
25808;1;782864;31/08/2020;67175;18;Set-21
4322;1;616231;31/08/2020;74244;12;May-21
30637;1;159491;31/08/2020;32478;18;Dic-20
5517;1;681669;31/08/2020;103329;18;Mar-21
5353;1;289800;31/08/2020;74261;12;Dic-20
18115;1;262500;31/08/2020;39847;12;Mar-21
5618;1;1408131;31/08/2020;141628;12;Jul-21
5630;1;94321;31/08/2020;94311;12;Ago-20
5652;1;226606;31/08/2020;46506;12;Dic-20
6074;1;65406;31/08/2020;32803;18;Set-20
;1;682333;31/08/2020;75184;12;Jun-21
6104;1;-41512;31/08/2020;23277;18;Ago-12
6136;1;32844;31/08/2020;32842;12;Jul-20
2780;1;907275;31/08/2020;58315;18;Ene-22
26259;1;765761;31/08/2020;59968;18;Abr-22
2837;1;447828;31/08/2020;52419;18;Abr-21
18554;1;591528;31/08/2020;58980;18;Jul-21
23325;1;73480;31/08/2020;37130;12;Oct-20
25161;1;848250;31/08/2020;78097;12;Jul-21
34623;1;259472;31/08/2020;66928;12;Dic-20
16933;1;569870;31/08/2020;55407;18;Jun-21
27327;1;74262;31/08/2020;74261;12;Set-20
9123;1;294986;31/08/2020;74261;12;Oct-20
;1;276426;31/08/2020;32893;12;Abr-21
9273;1;74264;31/08/2020;74261;12;Ago-20
6088;1;574538;31/08/2020;75184;12;Feb-21
17864;1;1221513;31/08/2020;132510;18;Jun-21
1247;1;433273;31/08/2020;74244;18;Ene-21
15180;1;623101;31/08/2020;56122;18;Jul-21
3943;1;196827;31/08/2020;49951;18;Nov-20
7079;1;265353;31/08/2020;88859;18;Oct-20
16040;1;397963;31/08/2020;33455;18;Ago-21
18178;1;74270;31/08/2020;37130;12;Set-20
6644;1;493726;31/08/2020;75184;12;Mar-21
30333;1;73480;31/08/2020;74261;12;Set-20
8287;1;73763;31/08/2020;37130;12;Oct-20
11610;1;290047;31/08/2020;74261;12;Dic-20
7516;1;347681;31/08/2020;70919;12;Dic-20
4566;1;-49907;31/08/2020;49908;12;Nov-20
32638;1;1379601;31/08/2020;237728;12;Ene-21
18194;1;955973;31/08/2020;61158;18;Ene-22
16168;1;1068358;31/08/2020;94575;18;Jul-21
4589;1;-2660;31/08/2020;66193;12;Set-08
1080;1;571385;31/08/2020;75184;12;Mar-21
4755;1;110196;31/08/2020;37130;12;Oct-20
30215;1;490001;31/08/2020;51965;18;May-21
4771;1;672746;31/08/2020;99642;18;Feb-21
36526;1;143790;31/08/2020;37130;12;Dic-20
2021;1;218372;31/08/2020;18513;18;Ago-21
8318;1;-83114;31/08/2020;83663;18;Jul-21
214;1;285511;31/08/2020;42667;12;Feb-21
34246;1;522768;31/08/2020;42117;18;Oct-21
16760;1;2249925;31/08/2020;170979;18;Nov-21
5013;1;287316;31/08/2020;49198;12;Ene-21
19218;1;370231;31/08/2020;74261;12;Oct-20
24484;1;252884;31/08/2020;86391;18;Nov-20
7387;1;268850;31/08/2020;46413;12;Ene-21
457;1;148526;31/08/2020;74261;12;Ago-20
21971;1;496201;31/08/2020;75184;12;Mar-21
22839;1;104752;31/08/2020;52725;12;Oct-20
10244;1;167087;31/08/2020;55696;12;Jun-20
5431;1;55672;31/08/2020;55671;18;Ago-21
35627;1;303970;31/08/2020;36115;18;May-21
10326;1;886796;31/08/2020;81787;18;Ago-21
5475;1;401367;31/08/2020;82299;18;Dic-20
32762;1;249651;31/08/2020;29425;18;Abr-21
5679;1;263965;31/08/2020;66904;18;Nov-20
19508;1;513358;31/08/2020;40728;18;Set-21
5717;1;117357;31/08/2020;30010;18;Dic-20
7349;1;248101;31/08/2020;37592;12;Mar-21
36965;1;214897;31/08/2020;37592;12;Feb-21
5944;1;-4442;31/08/2020;98836;12;Jul-11
6151;1;1070;31/08/2020;56318;12;Abr-17
1584;1;781857;31/08/2020;55671;18;Nov-21
23872;1;219997;31/08/2020;32478;18;Feb-21
6180;1;52379;31/08/2020;26242;18;Set-20
6187;1;-47714;31/08/2020;67291;12;Ene-19
21678;1;503092;31/08/2020;37158;18;Set-21
34374;1;125983;31/08/2020;31654;12;Oct-20
28477;1;429549;31/08/2020;33587;18;Ago-21
;1;570396;31/08/2020;56388;12;Jun-21
32862;1;642238;31/08/2020;75184;12;Mar-21
13673;1;430594;31/08/2020;75184;12;Feb-21
8863;1;110617;31/08/2020;37130;12;Oct-20
6426;1;370167;31/08/2020;39428;18;May-21
6628;1;1530569;31/08/2020;102944;18;Dic-21
36329;1;291512;31/08/2020;74261;12;Nov-20
27278;1;180649;31/08/2020;46413;12;Dic-20
486;1;211426;31/08/2020;36245;18;Ene-21
36156;1;669130;31/08/2020;46282;18;Ene-22
6892;1;287941;31/08/2020;49940;12;Ene-21
12577;1;129965;31/08/2020;64978;12;Jun-20
23644;1;481664;31/08/2020;99382;18;Ene-21
16064;1;68702;31/08/2020;34946;18;Oct-20
32196;1;48733;31/08/2020;38259;18;Ene-20
24317;1;109417;31/08/2020;37130;12;Nov-20
33443;1;217983;31/08/2020;74249;18;Mar-22
7611;1;3421;31/08/2020;18967;18;Ago-20
9223;1;2;31/08/2020;74261;12;Ago-20
34347;1;874195;31/08/2020;68828;18;Set-21
17038;1;1080839;31/08/2020;116855;18;Jun-21
9723;1;1156145;31/08/2020;75109;18;Feb-22
5929;1;873723;31/08/2020;74261;12;Ene-21
28723;1;574538;31/08/2020;75184;12;Feb-21
7841;1;1001;31/08/2020;18937;12;Jul-20
7867;1;-34980;31/08/2020;34930;12;Abr-08
27120;1;218472;31/08/2020;74261;12;Nov-20
17287;1;59687;31/08/2020;59373;18;Mar-22
27001;1;124667;31/08/2020;18984;12;Mar-21
10793;1;498016;31/08/2020;75184;12;Mar-21
34629;1;813838;31/08/2020;64530;18;Set-21
20966;1;429551;31/08/2020;49171;18;Feb-21
3591;1;582477;31/08/2020;76388;18;Mar-21
8127;1;373773;31/08/2020;77947;18;Ene-21
31091;1;827704;31/08/2020;55671;18;Dic-21
;1;621296;31/08/2020;75184;12;May-21
8327;1;-29962;31/08/2020;29962;12;Dic-18
15510;1;523708;31/08/2020;56952;12;Jun-21
3956;1;3141264;31/08/2020;253162;18;Oct-21
8590;1;973827;31/08/2020;94965;18;Jun-21
8631;1;407696;31/08/2020;39942;18;Jul-21
15121;1;1125257;31/08/2020;85886;18;Nov-21
23662;1;322092;31/08/2020;47930;12;Feb-21
;1;532027;31/08/2020;48400;12;Jul-21
4171;1;427916;31/08/2020;75184;12;Feb-21
18089;1;289922;31/08/2020;74261;12;Dic-20
21879;1;16292;31/08/2020;57421;18;Feb-20
3807;1;703103;31/08/2020;46282;18;Feb-22
22300;1;31474;31/08/2020;31468;12;Ago-20
27516;1;358658;31/08/2020;33389;18;Ago-21
23681;1;74264;31/08/2020;74261;12;Jul-20
5523;1;1006366;31/08/2020;74249;18;Set-21
28870;1;148524;31/08/2020;74261;12;Ago-20
5833;1;-1;31/08/2020;55696;12;Jun-20
8162;1;523879;31/08/2020;47548;18;Jul-21
18419;1;571385;31/08/2020;75184;12;Mar-21
461;1;430817;31/08/2020;62018;18;Abr-22
6858;1;1283030;31/08/2020;109017;12;Ago-21
13896;1;473948;31/08/2020;79960;18;Nov-20
11896;1;461725;31/08/2020;48118;12;Mar-21
30986;1;194226;31/08/2020;66092;12;Nov-20
7049;1;1106778;31/08/2020;165311;12;Feb-21
;1;774397;31/08/2020;75184;12;May-21
7054;1;2230485;31/08/2020;199998;18;Jul-21
14962;1;156847;31/08/2020;32489;12;Ene-21
7076;1;534995;31/08/2020;53134;18;Jul-21
5284;1;649473;31/08/2020;100421;18;Jul-20
7317;1;1348003;31/08/2020;132055;18;Jul-21
34401;1;445403;31/08/2020;151399;12;Nov-20
22984;1;428450;31/08/2020;75184;12;Feb-21
14218;1;1025827;31/08/2020;74249;18;Dic-21
34423;1;545161;31/08/2020;36497;18;Dic-21
29780;1;474717;31/08/2020;37554;18;Set-21
3972;1;289682;31/08/2020;119011;18;Abr-22
16796;1;703494;31/08/2020;60863;18;Abr-21
7763;1;291337;31/08/2020;43983;12;Mar-21
24262;1;877821;31/08/2020;74249;18;Ago-21
11178;1;159906;31/08/2020;35571;18;Ago-21
7815;1;1923797;31/08/2020;149954;18;Ago-21
8022;1;-20431;31/08/2020;20431;12;Dic-04
25882;1;-20590;31/08/2020;20591;18;May-21
7882;1;1187787;31/08/2020;94944;18;Set-21
30923;1;74263;31/08/2020;74261;12;Jul-20
8047;1;1285621;31/08/2020;169924;18;Abr-21
10880;1;504973;31/08/2020;75184;12;Feb-21
28379;1;162485;31/08/2020;21333;12;Mar-21
8998;1;183075;31/08/2020;47063;12;Dic-20
18611;1;280033;31/08/2020;41915;12;Feb-21
8317;1;368299;31/08/2020;37130;12;Nov-20
11837;1;146183;31/08/2020;37130;12;Nov-20
36071;1;325878;31/08/2020;42091;18;Feb-21
8560;1;1896062;31/08/2020;184994;18;Jun-21
17088;1;225866;31/08/2020;46970;12;Ene-21
8782;1;1516047;31/08/2020;164922;18;Jun-21
27053;1;1959525;31/08/2020;159012;18;Oct-21
8790;1;-802;31/08/2020;66594;18;Jun-14
1631;1;443536;31/08/2020;35108;18;Set-21
22400;1;31513;31/08/2020;15873;12;Oct-20
28404;1;1199998;31/08/2020;129522;18;Jun-21
8797;1;-76488;31/08/2020;76489;12;Feb-20
22067;1;570947;31/08/2020;37092;18;Feb-22
19446;1;648572;31/08/2020;64631;18;Jul-21
15577;1;31295;31/08/2020;31375;12;Set-20
338;1;358300;31/08/2020;74261;12;Ene-21
;1;622468;31/08/2020;75184;12;May-21
18108;1;367905;31/08/2020;39623;18;Jun-21
1509;1;1502037;31/08/2020;138449;18;Ago-21
7019;1;503904;31/08/2020;75184;12;Feb-21
3145;1;953858;31/08/2020;68563;18;Nov-21
10724;1;357497;31/08/2020;74261;12;Ene-21
8841;1;865952;31/08/2020;92237;18;May-21
9538;1;2329609;31/08/2020;269956;18;Ago-20
