IMPONENTE_ID;SALDOS;FECHA_CIERRE;MONTO_CUOTA
33397;1043730;31/08/2020;14965
16930;306347;31/08/2020;14679
16934;1843487;31/08/2020;13487
16937;7017800;31/08/2020;20000
16939;0;31/08/2020;0
35388;223847;31/08/2020;9467
33619;1390586;31/08/2020;9803
1033;0;31/08/2020;0
2007;252261;31/08/2020;6946
2008;0;31/08/2020;0
2046;757747;31/08/2020;3388
17070;1372033;31/08/2020;10221
17213;0;31/08/2020;4403
6206;898050;31/08/2020;11801
7931;1056236;31/08/2020;13467
18899;285255;31/08/2020;10000
32175;886904;31/08/2020;7278
17251;2741452;31/08/2020;10475
3724;278502;31/08/2020;12964
17437;0;31/08/2020;644
17441;0;31/08/2020;2570
24634;306612;31/08/2020;9413
17613;2041;31/08/2020;0
17624;168395;31/08/2020;17679
17632;1950258;31/08/2020;7403
17635;0;31/08/2020;0
17636;845702;31/08/2020;21191
17641;2217171;31/08/2020;14601
17644;1781078;31/08/2020;8731
17647;0;31/08/2020;840
17659;3046417;31/08/2020;14807
17663;893368;31/08/2020;5000
17665;4163256;31/08/2020;12515
17817;270090;31/08/2020;4101
17818;187220;31/08/2020;3747
17825;1351782;31/08/2020;3342
17826;108167;31/08/2020;2791
17829;644094;31/08/2020;2854
17836;0;31/08/2020;929
5784;428839;31/08/2020;6387
17849;877343;31/08/2020;10000
17850;1244528;31/08/2020;15000
17851;0;31/08/2020;0
17854;1498304;31/08/2020;8416
17855;6715;31/08/2020;0
18067;3399036;31/08/2020;10395
15849;471125;31/08/2020;4835
25256;621848;31/08/2020;7809
24612;1604298;31/08/2020;19214
18090;0;31/08/2020;379
1444;725181;31/08/2020;8023
18098;0;31/08/2020;0
18101;3866550;31/08/2020;47338
18218;1527519;31/08/2020;5189
18220;1018956;31/08/2020;6677
18226;0;31/08/2020;9860
24369;220475;31/08/2020;2992
18233;0;31/08/2020;1132
13490;490415;31/08/2020;13249
25090;410797;31/08/2020;10000
33559;1078635;31/08/2020;10355
18253;82572;31/08/2020;5641
23641;1132597;31/08/2020;15385
18346;0;31/08/2020;704
18347;1055745;31/08/2020;4187
18352;0;31/08/2020;0
20394;1094820;31/08/2020;10441
18360;336560;31/08/2020;3945
1000;994881;31/08/2020;15000
17187;151375;31/08/2020;14377
18375;879425;31/08/2020;6213
18377;3035734;31/08/2020;65373
18380;0;31/08/2020;1461
23892;186528;31/08/2020;2179
12662;519593;31/08/2020;9831
13697;969174;31/08/2020;13382
13370;0;31/08/2020;395
13538;3942427;31/08/2020;16770
13541;0;31/08/2020;2118
13564;887922;31/08/2020;10094
8290;292150;31/08/2020;5058
13569;1397752;31/08/2020;9359
18027;1182629;31/08/2020;16222
13737;0;31/08/2020;768
13741;1239865;31/08/2020;20000
12829;793166;31/08/2020;13012
13743;399148;31/08/2020;2434
13745;0;31/08/2020;0
13762;0;31/08/2020;0
13767;0;31/08/2020;903
13772;1007026;31/08/2020;9668
13773;534071;31/08/2020;4000
13774;5273549;31/08/2020;20566
36184;837912;31/08/2020;4127
13783;691095;31/08/2020;6175
13789;0;31/08/2020;0
13898;0;31/08/2020;406
13911;0;31/08/2020;1221
22552;1758480;31/08/2020;14965
13932;940050;31/08/2020;10000
19634;105955;31/08/2020;10532
14094;636057;31/08/2020;6194
14096;2442406;31/08/2020;12483
19319;715937;31/08/2020;14881
14101;0;31/08/2020;1680
22430;317828;31/08/2020;3094
14103;0;31/08/2020;0
15056;886604;31/08/2020;19297
14119;804279;31/08/2020;8020
18525;125381;31/08/2020;9119
14323;0;31/08/2020;0
14340;0;31/08/2020;964
14342;0;31/08/2020;0
3545;505502;31/08/2020;20000
14355;186109;31/08/2020;4163
4955;696383;31/08/2020;14663
14367;0;31/08/2020;0
14368;0;31/08/2020;716
6590;823200;31/08/2020;15000
14509;268179;31/08/2020;7015
14525;22491;31/08/2020;0
14542;0;31/08/2020;525
7106;1380200;31/08/2020;17121
14551;0;31/08/2020;200
9582;1073205;31/08/2020;14965
8021;936799;31/08/2020;4655
14726;410096;31/08/2020;5000
14742;1791085;31/08/2020;11410
19191;397258;31/08/2020;14965
14750;2380732;31/08/2020;19303
26616;416043;31/08/2020;9957
14765;196198;31/08/2020;10520
28591;295523;31/08/2020;8030
14930;4114547;31/08/2020;20000
30279;677385;31/08/2020;13310
14939;0;31/08/2020;7253
27469;106526;31/08/2020;11034
14946;0;31/08/2020;0
14953;2044725;31/08/2020;8391
14965;0;31/08/2020;1358
27000;675378;31/08/2020;11982
1949;241226;31/08/2020;3390
1217;237944;31/08/2020;10316
15158;1665753;31/08/2020;8929
33376;628552;31/08/2020;6409
15165;0;31/08/2020;9264
15170;0;31/08/2020;1853
15356;3195006;31/08/2020;15804
35456;68591;31/08/2020;6808
15540;0;31/08/2020;785
15546;561400;31/08/2020;2317
15549;183384;31/08/2020;3272
15551;0;31/08/2020;460
1885;1054133;31/08/2020;15383
15561;70000;31/08/2020;10000
14487;592953;31/08/2020;15297
15563;1017457;31/08/2020;4803
15564;0;31/08/2020;1600
12432;551556;31/08/2020;6833
15571;0;31/08/2020;230
15572;0;31/08/2020;2467
15742;0;31/08/2020;0
16035;868743;31/08/2020;5235
18144;595375;31/08/2020;16237
15762;499623;31/08/2020;20000
32103;817242;31/08/2020;9280
20270;1165521;31/08/2020;13382
7983;737083;31/08/2020;13381
12302;771616;31/08/2020;16869
15918;4609169;31/08/2020;15000
29839;974149;31/08/2020;14880
15921;2393069;31/08/2020;20000
15926;1532489;31/08/2020;1600
25027;254773;31/08/2020;6503
15937;0;31/08/2020;0
15938;0;31/08/2020;242
15948;191211;31/08/2020;7852
109;260741;31/08/2020;18336
20587;202368;31/08/2020;5479
14582;818132;31/08/2020;11982
16179;61076;31/08/2020;9221
34494;62452;31/08/2020;6805
969;931232;31/08/2020;13006
16183;506679;31/08/2020;2243
21439;300224;31/08/2020;6324
34292;317885;31/08/2020;10433
16348;518844;31/08/2020;1427
14827;449968;31/08/2020;15712
16369;1642630;31/08/2020;5481
34118;458580;31/08/2020;7035
20474;860018;31/08/2020;11876
16386;0;31/08/2020;3000
8416;315659;31/08/2020;20000
16563;0;31/08/2020;11373
26663;1231857;31/08/2020;15000
24390;978637;31/08/2020;13124
16565;0;31/08/2020;719
16584;0;31/08/2020;8120
16587;1271947;31/08/2020;8843
3460;298586;31/08/2020;8054
16789;0;31/08/2020;0
16030;0;31/08/2020;860
3474;1256767;31/08/2020;13844
13348;551640;31/08/2020;6958
16283;0;31/08/2020;0
16451;292936;31/08/2020;4358
16457;0;31/08/2020;0
16458;364743;31/08/2020;6892
25200;339256;31/08/2020;1389
16462;3569;31/08/2020;0
16465;0;31/08/2020;0
19050;1179385;31/08/2020;16654
24139;809165;31/08/2020;25000
20409;1770052;31/08/2020;11156
16489;379429;31/08/2020;5000
16491;0;31/08/2020;1521
28094;1357833;31/08/2020;30000
16673;0;31/08/2020;511
16692;0;31/08/2020;5419
16694;1135129;31/08/2020;3405
16695;1832898;31/08/2020;6182
16701;0;31/08/2020;0
16949;0;31/08/2020;275
27922;863272;31/08/2020;17334
16952;0;31/08/2020;0
16955;19329;31/08/2020;0
16972;227862;31/08/2020;7234
16976;0;31/08/2020;3200
16977;0;31/08/2020;0
16980;25030;31/08/2020;7744
16981;0;31/08/2020;1229
16982;0;31/08/2020;0
24574;492152;31/08/2020;5312
16985;0;31/08/2020;0
17075;5006699;31/08/2020;25779
17078;0;31/08/2020;0
35751;272806;31/08/2020;11075
3304;1276118;31/08/2020;14790
10824;1059920;31/08/2020;30000
17108;1236999;31/08/2020;2841
17110;0;31/08/2020;800
17260;0;31/08/2020;302
95;443708;31/08/2020;13956
30764;1562078;31/08/2020;10000
17272;0;31/08/2020;0
17280;0;31/08/2020;0
17282;1310761;31/08/2020;8623
17301;154857;31/08/2020;3953
17308;0;31/08/2020;3426
17456;0;31/08/2020;258
17458;3053172;31/08/2020;18518
17461;0;31/08/2020;5242
17462;0;31/08/2020;0
17466;0;31/08/2020;14166
17477;0;31/08/2020;0
17487;0;31/08/2020;0
17490;0;31/08/2020;5026
17680;0;31/08/2020;905
26810;465672;31/08/2020;6102
1222;1245973;31/08/2020;4677
1180;2517726;31/08/2020;20034
1181;604706;31/08/2020;6396
853;739241;31/08/2020;3182
22489;862516;31/08/2020;40000
17863;0;31/08/2020;0
18607;907439;31/08/2020;10441
17885;88143;31/08/2020;50000
8210;805966;31/08/2020;14377
17897;1712199;31/08/2020;18860
19951;670871;31/08/2020;4766
17916;1796351;31/08/2020;22243
18021;0;31/08/2020;1016
23023;1088760;31/08/2020;13467
13367;900779;31/08/2020;3559
13369;0;31/08/2020;677
17257;810488;31/08/2020;10000
13371;0;31/08/2020;1308
13375;41423;31/08/2020;2645
18832;925728;31/08/2020;16966
13535;388729;31/08/2020;5000
13542;873515;31/08/2020;24539
13543;652163;31/08/2020;6448
19070;683272;31/08/2020;10078
13547;1876791;31/08/2020;9740
13549;80536;31/08/2020;3435
13556;1214763;31/08/2020;5701
13565;2257331;31/08/2020;14350
13566;0;31/08/2020;0
13568;0;31/08/2020;0
13570;1536012;31/08/2020;7058
13571;233580;31/08/2020;6160
13572;4056434;31/08/2020;26668
13576;467326;31/08/2020;20000
13579;0;31/08/2020;0
13742;467391;31/08/2020;10000
19026;703509;31/08/2020;17214
13760;0;31/08/2020;392
11630;990842;31/08/2020;12778
8857;220633;31/08/2020;13382
13642;0;31/08/2020;1813
13903;146098;31/08/2020;4440
13904;678791;31/08/2020;2836
22514;1053163;31/08/2020;13932
20748;951660;31/08/2020;13467
13923;0;31/08/2020;1493
13929;0;31/08/2020;556
13931;484099;31/08/2020;17016
18569;1040117;31/08/2020;8039
13935;256430;31/08/2020;5000
2201;472941;31/08/2020;3488
33737;1213493;31/08/2020;13844
14093;440407;31/08/2020;1600
14097;304944;31/08/2020;8320
3187;765070;31/08/2020;7055
28140;218995;31/08/2020;3641
14337;268200;31/08/2020;10000
14363;-1105;31/08/2020;0
17223;1007651;31/08/2020;14833
14517;275369;31/08/2020;6731
14519;1123460;31/08/2020;7870
14530;0;31/08/2020;870
14537;0;31/08/2020;6184
18119;303293;31/08/2020;13553
14549;0;31/08/2020;2917
25383;433924;31/08/2020;16091
14552;647256;31/08/2020;3497
30142;374118;31/08/2020;9536
14559;0;31/08/2020;278
30674;450801;31/08/2020;5281
948;1285263;31/08/2020;15000
17434;380042;31/08/2020;15485
33603;1248563;31/08/2020;17121
22964;344940;31/08/2020;9757
21881;765306;31/08/2020;13844
6451;859791;31/08/2020;15386
1382;162488;31/08/2020;11784
5724;108100;31/08/2020;6194
8598;1310962;31/08/2020;15711
14924;785525;31/08/2020;3444
14927;109;31/08/2020;0
21898;445837;31/08/2020;20000
14937;506746;31/08/2020;17538
14940;926877;31/08/2020;10617
14945;391701;31/08/2020;5416
14957;1468892;31/08/2020;11188
9461;66941;31/08/2020;8182
15167;0;31/08/2020;0
15349;0;31/08/2020;0
15350;0;31/08/2020;3388
15351;0;31/08/2020;751
28982;385148;31/08/2020;7589
26751;259090;31/08/2020;4789
16561;1062160;31/08/2020;19286
15355;1614877;31/08/2020;2980
;0;31/08/2020;0
24338;1072369;31/08/2020;11480
15359;591090;31/08/2020;1752
15367;0;31/08/2020;767
9325;873539;31/08/2020;13067
29864;127321;31/08/2020;7130
35228;1064950;31/08/2020;13844
15558;60737;31/08/2020;8336
20906;61229;31/08/2020;7010
15730;2966585;31/08/2020;10000
6638;610093;31/08/2020;11280
15749;621845;31/08/2020;4586
15755;0;31/08/2020;10000
5765;782388;31/08/2020;14880
15917;0;31/08/2020;4018
15933;0;31/08/2020;0
1011;918625;31/08/2020;14880
4659;705324;31/08/2020;13000
15939;2254756;31/08/2020;8737
15943;0;31/08/2020;523
16143;817530;31/08/2020;8779
11412;1724100;31/08/2020;18424
16170;2631484;31/08/2020;6244
13952;1456712;31/08/2020;15385
16177;0;31/08/2020;1250
16181;793873;31/08/2020;2827
16188;0;31/08/2020;9706
24556;1048241;31/08/2020;14577
1136;780350;31/08/2020;9608
16191;0;31/08/2020;1287
16193;0;31/08/2020;1600
16195;382463;31/08/2020;1230
24471;1198099;31/08/2020;13525
31139;1252589;31/08/2020;19647
16353;1209106;31/08/2020;1600
18893;706036;31/08/2020;7832
16371;940104;31/08/2020;19577
16373;777483;31/08/2020;20000
16381;0;31/08/2020;967
16382;99143;31/08/2020;8450
9200;1368807;31/08/2020;8041
21039;1076204;31/08/2020;9363
16383;2492190;31/08/2020;9218
30452;1423771;31/08/2020;9934
13119;717526;31/08/2020;8551
16385;0;31/08/2020;674
16548;758970;31/08/2020;9517
17955;288973;31/08/2020;8728
18772;269256;31/08/2020;11642
16574;115278;31/08/2020;15980
26133;538566;31/08/2020;9144
16512;537973;31/08/2020;20703
16780;0;31/08/2020;2000
16781;1255276;31/08/2020;4389
16786;1765974;31/08/2020;23933
16814;0;31/08/2020;2500
16815;1753353;31/08/2020;3256
2581;77354;31/08/2020;3569
16832;0;31/08/2020;0
16834;1027866;31/08/2020;2214
16835;1599387;31/08/2020;9508
16841;230658;31/08/2020;7847
23911;672736;31/08/2020;12175
16988;0;31/08/2020;8486
16992;836338;31/08/2020;1741
16996;0;31/08/2020;0
7301;494448;31/08/2020;7409
17012;1809794;31/08/2020;20000
25705;358829;31/08/2020;12402
17028;0;31/08/2020;821
17030;845705;31/08/2020;50000
17119;0;31/08/2020;0
17127;0;31/08/2020;0
17603;642282;31/08/2020;20000
17134;0;31/08/2020;3366
17147;0;31/08/2020;0
17150;0;31/08/2020;0
17155;0;31/08/2020;400
17326;0;31/08/2020;0
12748;1013338;31/08/2020;13756
17344;447451;31/08/2020;5209
17345;1154030;31/08/2020;10000
23464;1138739;31/08/2020;15831
17349;557317;31/08/2020;6559
17351;0;31/08/2020;11540
7057;363270;31/08/2020;5135
17355;-2045;31/08/2020;310
17015;819686;31/08/2020;13341
17275;98222;31/08/2020;3716
17510;1683620;31/08/2020;5843
17521;0;31/08/2020;300
17524;80096;31/08/2020;5322
17528;2253689;31/08/2020;24585
17530;0;31/08/2020;0
17534;770786;31/08/2020;12205
17536;702599;31/08/2020;6373
34865;2196528;31/08/2020;16367
17701;0;31/08/2020;3252
17733;935915;31/08/2020;6786
17747;806803;31/08/2020;2167
17748;0;31/08/2020;256
17756;0;31/08/2020;0
;91340;31/08/2020;11340
16358;252007;31/08/2020;12753
16496;1006167;31/08/2020;14199
21260;459817;31/08/2020;9943
16668;780395;31/08/2020;2402
16672;0;31/08/2020;2323
7600;185535;31/08/2020;14045
16681;0;31/08/2020;0
16684;1025480;31/08/2020;3804
9854;974716;31/08/2020;18531
16696;375900;31/08/2020;4574
16703;1130567;31/08/2020;2320
16709;0;31/08/2020;463
16711;4213931;31/08/2020;16898
7287;452430;31/08/2020;14965
16950;973151;31/08/2020;8350
16951;2873380;31/08/2020;10433
32181;271379;31/08/2020;8799
16961;0;31/08/2020;338
16965;-326;31/08/2020;0
16967;348697;31/08/2020;12052
16974;0;31/08/2020;0
16978;1894601;31/08/2020;19502
29046;611930;31/08/2020;9230
16984;0;31/08/2020;0
9015;741317;31/08/2020;51272
17077;0;31/08/2020;3913
17083;0;31/08/2020;993
17093;1640005;31/08/2020;3980
17095;803009;31/08/2020;20000
17098;1009608;31/08/2020;4000
17103;1061340;31/08/2020;1816
17105;0;31/08/2020;0
17113;0;31/08/2020;1822
17116;0;31/08/2020;545
17117;0;31/08/2020;768
17263;0;31/08/2020;1028
17267;0;31/08/2020;0
19035;1115961;31/08/2020;15000
17273;270061;31/08/2020;10000
31181;254212;31/08/2020;11085
3908;3448215;31/08/2020;350000
17289;0;31/08/2020;322
17292;0;31/08/2020;400
17296;823969;31/08/2020;4155
17299;458507;31/08/2020;2032
29592;1171589;31/08/2020;16088
33534;1226856;31/08/2020;21906
13788;550622;31/08/2020;2470
20449;302797;31/08/2020;20000
13913;0;31/08/2020;33
13825;0;31/08/2020;6863
9382;668930;31/08/2020;8630
14088;813499;31/08/2020;12939
14092;288631;31/08/2020;5900
16471;523543;31/08/2020;6152
28633;854488;31/08/2020;12395
14116;308459;31/08/2020;4676
14121;0;31/08/2020;2782
14123;865435;31/08/2020;4250
14126;1246739;31/08/2020;8983
14130;972927;31/08/2020;2489
27174;571441;31/08/2020;10000
14341;778629;31/08/2020;7343
14364;0;31/08/2020;633
14365;51375;31/08/2020;7689
14372;228226;31/08/2020;3363
14520;0;31/08/2020;788
14521;684644;31/08/2020;4173
14522;174062;31/08/2020;2510
20272;189088;31/08/2020;4254
371;773541;31/08/2020;8220
10531;151398;31/08/2020;13012
14557;0;31/08/2020;1009
14558;0;31/08/2020;6631
14560;1299772;31/08/2020;10000
14722;0;31/08/2020;0
19868;1033692;31/08/2020;13932
14751;0;31/08/2020;2815
33455;741426;31/08/2020;20000
9698;526782;31/08/2020;20000
14928;971572;31/08/2020;11402
30655;1233534;31/08/2020;7019
13029;573497;31/08/2020;2894
32631;1215130;31/08/2020;14617
14942;2143611;31/08/2020;8624
14943;0;31/08/2020;929
12785;243100;31/08/2020;4871
17962;1291664;31/08/2020;11400
18113;0;31/08/2020;0
9337;127544;31/08/2020;20000
5753;814649;31/08/2020;12243
18135;2022240;31/08/2020;10000
18134;0;31/08/2020;525
18137;28859;31/08/2020;4022
18138;0;31/08/2020;1258
18139;0;31/08/2020;2362
18142;2209;31/08/2020;0
18143;262529;31/08/2020;7761
18145;8540803;31/08/2020;73448
18146;141633;31/08/2020;10000
35496;488639;31/08/2020;10841
18150;162414;31/08/2020;6145
18165;2241312;31/08/2020;15023
18272;205251;31/08/2020;4272
37085;606074;31/08/2020;9042
18299;26480;31/08/2020;0
22856;0;31/08/2020;2595
18300;0;31/08/2020;0
18301;1594414;31/08/2020;12983
18302;244717;31/08/2020;7252
18317;1510102;31/08/2020;6442
18386;246511;31/08/2020;6057
18390;1734092;31/08/2020;12834
32841;258636;31/08/2020;2908
18397;743594;31/08/2020;4805
18415;1119295;31/08/2020;5352
18421;515376;31/08/2020;6723
14391;642093;31/08/2020;9566
14392;0;31/08/2020;5574
14410;0;31/08/2020;0
14590;33709;31/08/2020;0
14596;83664;31/08/2020;8737
14600;0;31/08/2020;0
14602;3522947;31/08/2020;14702
14768;0;31/08/2020;0
31816;334235;31/08/2020;5890
14786;0;31/08/2020;447
14797;0;31/08/2020;1870
14799;0;31/08/2020;7753
14974;919156;31/08/2020;8234
14980;817003;31/08/2020;1945
11942;993329;31/08/2020;6854
14996;0;31/08/2020;638
2190;498730;31/08/2020;6861
15004;432478;31/08/2020;8814
15177;0;31/08/2020;365
25744;255838;31/08/2020;7900
23297;844269;31/08/2020;16358
15186;4001614;31/08/2020;15000
15188;0;31/08/2020;1081
10237;275725;31/08/2020;6734
15189;0;31/08/2020;751
15192;1763341;31/08/2020;3932
521;733783;31/08/2020;4251
27888;408585;31/08/2020;5489
8648;843412;31/08/2020;19201
25997;600457;31/08/2020;10000
15404;138236;31/08/2020;8720
15413;0;31/08/2020;797
15578;0;31/08/2020;436
17509;1102732;31/08/2020;14362
15587;1391173;31/08/2020;3584
15590;1463938;31/08/2020;9615
874;853473;31/08/2020;14965
15606;0;31/08/2020;0
15610;1740709;31/08/2020;6115
15615;183648;31/08/2020;10000
4571;1398482;31/08/2020;41400
15773;540976;31/08/2020;2745
16200;300445;31/08/2020;8697
15777;1093140;31/08/2020;9913
15779;0;31/08/2020;0
7484;483729;31/08/2020;20000
15798;140278;31/08/2020;7330
15799;0;31/08/2020;0
30931;1742619;31/08/2020;20000
15954;1398340;31/08/2020;16471
15958;0;31/08/2020;2188
15959;1350298;31/08/2020;8686
15966;382464;31/08/2020;4129
27877;605534;31/08/2020;7562
15973;0;31/08/2020;1122
14949;1340789;31/08/2020;4990
14954;310936;31/08/2020;7574
16964;1035650;31/08/2020;14880
14955;786019;31/08/2020;1379
14956;0;31/08/2020;5851
1977;184975;31/08/2020;5365
22000;201908;31/08/2020;4220
15140;0;31/08/2020;498
27297;541983;31/08/2020;7508
15172;0;31/08/2020;876
15345;0;31/08/2020;0
15348;558218;31/08/2020;2388
24913;697286;31/08/2020;13591
15357;0;31/08/2020;437
15360;0;31/08/2020;0
15361;1065007;31/08/2020;2809
15363;0;31/08/2020;280
4506;1894235;31/08/2020;14335
24653;996718;31/08/2020;15384
15369;537973;31/08/2020;6891
15539;0;31/08/2020;480
15550;0;31/08/2020;0
15562;195154;31/08/2020;6030
5635;1819257;31/08/2020;10493
15569;1383713;31/08/2020;5000
15570;663178;31/08/2020;7021
30225;508328;31/08/2020;60000
16436;897947;31/08/2020;13634
2437;879209;31/08/2020;10000
15733;0;31/08/2020;1278
15741;1801873;31/08/2020;4816
35588;648189;31/08/2020;17013
15750;0;31/08/2020;4007
18083;1058356;31/08/2020;14923
15751;172435;31/08/2020;2770
15753;0;31/08/2020;0
17930;1318899;31/08/2020;15519
13212;1125727;31/08/2020;15385
15900;0;31/08/2020;1110
15902;294828;31/08/2020;5450
36220;624969;31/08/2020;6917
15927;0;31/08/2020;0
15931;916589;31/08/2020;2690
24229;755866;31/08/2020;20000
34163;939303;31/08/2020;9004
26240;1032667;31/08/2020;13726
15941;164680;31/08/2020;12589
15942;0;31/08/2020;826
15944;597052;31/08/2020;8907
16162;0;31/08/2020;100
16163;1705045;31/08/2020;20000
16176;1833225;31/08/2020;8483
16178;0;31/08/2020;0
16185;0;31/08/2020;0
16192;0;31/08/2020;0
16194;0;31/08/2020;1566
2410;934146;31/08/2020;10949
14435;459552;31/08/2020;5705
16341;765227;31/08/2020;3433
16350;0;31/08/2020;2319
16372;621588;31/08/2020;1304
9175;970850;31/08/2020;10892
16379;68480;31/08/2020;8560
16384;838944;31/08/2020;10000
16550;0;31/08/2020;3595
16559;0;31/08/2020;1304
16564;0;31/08/2020;0
16573;0;31/08/2020;1800
16589;0;31/08/2020;900
16590;1899914;31/08/2020;10000
27237;320317;31/08/2020;8113
36330;87597;31/08/2020;8554
16785;2379295;31/08/2020;10853
16788;2305054;31/08/2020;14030
16793;1900887;31/08/2020;11789
16800;0;31/08/2020;1556
9799;1007604;31/08/2020;14965
16826;413879;31/08/2020;4861
16827;981172;31/08/2020;2221
17007;0;31/08/2020;754
17018;0;31/08/2020;1000
1100;686065;31/08/2020;10976
10847;814713;31/08/2020;8124
17029;213625;31/08/2020;2867
17835;1815700;31/08/2020;19727
17122;0;31/08/2020;1200
15975;2101233;31/08/2020;6776
15977;0;31/08/2020;0
15984;628907;31/08/2020;2085
7283;481038;31/08/2020;4080
17049;665438;31/08/2020;11982
34336;1002292;31/08/2020;4668
16207;0;31/08/2020;0
16216;4166652;31/08/2020;23065
34175;698142;31/08/2020;8339
16220;539631;31/08/2020;1734
16221;0;31/08/2020;1493
16229;0;31/08/2020;0
16241;0;31/08/2020;723
1574;0;31/08/2020;0
34572;129008;31/08/2020;10728
16397;0;31/08/2020;982
1363;819241;31/08/2020;12348
22705;877581;31/08/2020;13757
6316;1335474;31/08/2020;4660
16422;0;31/08/2020;250
16425;518296;31/08/2020;2314
5449;1206828;31/08/2020;8704
25601;291502;31/08/2020;3824
26060;908629;31/08/2020;14965
16614;42313;31/08/2020;5105
16621;192785;31/08/2020;4332
16629;3525345;31/08/2020;70000
16654;1587325;31/08/2020;23851
16655;2323803;31/08/2020;13604
16862;2935;31/08/2020;0
16865;558646;31/08/2020;2016
16874;0;31/08/2020;1795
34411;729213;31/08/2020;9523
16877;0;31/08/2020;1300
16879;562649;31/08/2020;2131
16883;0;31/08/2020;539
16888;815502;31/08/2020;10956
16892;4976590;31/08/2020;10443
8426;1149604;31/08/2020;7620
14556;550052;31/08/2020;6881
17036;1172640;31/08/2020;2311
2878;271502;31/08/2020;11188
23404;344238;31/08/2020;3771
17051;898474;31/08/2020;2371
17054;533711;31/08/2020;778
17057;1069007;31/08/2020;2484
17058;0;31/08/2020;2809
17059;542439;31/08/2020;5454
18661;982889;31/08/2020;6465
17063;739507;31/08/2020;6296
1763;0;31/08/2020;2002
2000;464478;31/08/2020;1897
17162;0;31/08/2020;683
17168;0;31/08/2020;570
8059;36501;31/08/2020;6102
17172;1920565;31/08/2020;8439
17176;1148523;31/08/2020;5081
27005;870089;31/08/2020;15000
3604;335386;31/08/2020;11945
33967;719970;31/08/2020;11366
33481;1273773;31/08/2020;14290
15909;1556391;31/08/2020;25485
17204;0;31/08/2020;3992
35120;1430594;31/08/2020;10976
17385;0;31/08/2020;976
23103;1105889;31/08/2020;14377
17396;0;31/08/2020;0
17401;2505127;31/08/2020;6770
17559;1506581;31/08/2020;5000
19393;432692;31/08/2020;7278
17696;573705;31/08/2020;6222
17569;57368;31/08/2020;4196
17573;2005337;31/08/2020;7312
17588;1316453;31/08/2020;3549
17600;0;31/08/2020;0
12264;428934;31/08/2020;4749
17775;766726;31/08/2020;9511
17784;1320858;31/08/2020;6518
17785;0;31/08/2020;0
17795;0;31/08/2020;0
17799;1289249;31/08/2020;200000
21442;183141;31/08/2020;3455
19987;817066;31/08/2020;14880
17986;224898;31/08/2020;3574
17992;1076322;31/08/2020;5008
15827;233696;31/08/2020;6785
6565;485894;31/08/2020;12059
16002;535542;31/08/2020;30000
16028;11120;31/08/2020;0
16034;0;31/08/2020;0
16062;985840;31/08/2020;18224
16091;-110;31/08/2020;130
16258;485006;31/08/2020;19085
16262;1170459;31/08/2020;6656
16261;3708198;31/08/2020;7933
16269;0;31/08/2020;0
16295;577710;31/08/2020;2344
16449;749576;31/08/2020;1000
16913;99420;31/08/2020;30000
16459;0;31/08/2020;1034
16460;417232;31/08/2020;12000
21565;1244742;31/08/2020;15398
31940;1614813;31/08/2020;25006
16482;1520967;31/08/2020;14080
8206;508198;31/08/2020;5704
16495;0;31/08/2020;0
16662;1712332;31/08/2020;4047
16663;819183;31/08/2020;3687
16680;0;31/08/2020;2618
16691;0;31/08/2020;440
16699;939776;31/08/2020;12225
16704;0;31/08/2020;0
19060;55358;31/08/2020;6917
10096;845700;31/08/2020;8831
16966;0;31/08/2020;0
16973;1465526;31/08/2020;6564
29001;392004;31/08/2020;3617
26279;1558968;31/08/2020;12318
17087;0;31/08/2020;1792
17094;1668812;31/08/2020;8703
17099;0;31/08/2020;0
17111;0;31/08/2020;1000
17114;0;31/08/2020;2533
24604;1024384;31/08/2020;15297
17270;300904;31/08/2020;884
19474;269856;31/08/2020;10000
17285;1048493;31/08/2020;2695
3161;2503963;31/08/2020;36678
17297;0;31/08/2020;789
17305;739300;31/08/2020;7266
17307;0;31/08/2020;0
16847;981589;31/08/2020;15000
17464;0;31/08/2020;2816
17465;672626;31/08/2020;1039
17478;0;31/08/2020;38
31895;250140;31/08/2020;5678
17484;0;31/08/2020;0
23645;532978;31/08/2020;8014
33241;382631;31/08/2020;5125
35240;215267;31/08/2020;5000
14252;5572529;31/08/2020;17752
14256;0;31/08/2020;230
14260;0;31/08/2020;0
14273;0;31/08/2020;300
22234;101351;31/08/2020;12500
14277;764711;31/08/2020;2944
14278;981443;31/08/2020;2335
14307;0;31/08/2020;3000
5133;236751;31/08/2020;13156
14471;2483480;31/08/2020;6792
34213;551393;31/08/2020;8374
14482;939109;31/08/2020;5183
4869;1198859;31/08/2020;17291
14667;1063628;31/08/2020;4174
14672;500325;31/08/2020;8741
14699;289435;31/08/2020;6761
14701;735393;31/08/2020;15000
33073;1537283;31/08/2020;30000
14711;0;31/08/2020;602
14712;3324829;31/08/2020;7798
31810;1125679;31/08/2020;14965
14897;0;31/08/2020;7771
14902;1693834;31/08/2020;6990
22005;40658;31/08/2020;3268
15095;0;31/08/2020;1139
15098;1086570;31/08/2020;5237
15101;0;31/08/2020;0
18431;829320;31/08/2020;3988
14079;636398;31/08/2020;7521
15116;1007750;31/08/2020;4760
15118;0;31/08/2020;1600
3277;607397;31/08/2020;11650
